id,name,icon,pos,lv,costSence,time,addAttri,lvUpCoord
655,筋骨,,6,54,16700,3700,110,54
656,筋骨,,6,55,17000,3700,112,55
657,筋骨,,6,56,17300,3700,114,56
658,筋骨,,6,57,17600,3700,116,57
659,筋骨,,6,58,17900,3700,118,58
660,筋骨,,6,59,18200,3700,120,59
661,筋骨,,6,60,18500,3700,122,60
662,筋骨,,6,61,18800,3700,124,61
663,筋骨,,6,62,19100,3700,126,62
664,筋骨,,6,63,19400,3700,128,63
665,筋骨,,6,64,19700,3700,130,64
666,筋骨,,6,65,20000,3700,132,65
667,筋骨,,6,66,20300,3700,134,66
668,筋骨,,6,67,20600,3700,136,67
669,筋骨,,6,68,20900,3700,138,68
670,筋骨,,6,69,21200,3700,140,69
671,筋骨,,6,70,21500,3700,142,70
672,筋骨,,6,71,21800,3700,144,71
673,筋骨,,6,72,22100,3700,146,72
674,筋骨,,6,73,22400,3700,148,73
675,筋骨,,6,74,22700,3700,150,74
676,筋骨,,6,75,23000,3700,152,75
677,筋骨,,6,76,23300,3700,154,76
678,筋骨,,6,77,23600,3700,156,77
679,筋骨,,6,78,23900,3700,158,78
680,筋骨,,6,79,24200,3700,160,79
681,筋骨,,6,80,24500,3700,162,80
682,筋骨,,6,81,24800,3700,164,81
683,筋骨,,6,82,25100,3700,166,82
684,筋骨,,6,83,25400,3700,168,83
685,筋骨,,6,84,25700,3700,170,84
686,筋骨,,6,85,26000,3700,172,85
687,筋骨,,6,86,26300,3700,174,86
688,筋骨,,6,87,26600,3700,176,87
689,筋骨,,6,88,26900,3700,178,88
690,筋骨,,6,89,27200,3700,180,89
691,筋骨,,6,90,27500,3700,182,90
692,筋骨,,6,91,27800,3700,184,91
693,筋骨,,6,92,28100,3700,186,92
694,筋骨,,6,93,28400,3700,188,93
695,筋骨,,6,94,28700,3700,190,94
696,筋骨,,6,95,29000,3700,192,95
697,筋骨,,6,96,29300,3700,194,96
698,筋骨,,6,97,29600,3700,196,97
699,筋骨,,6,98,29900,3700,198,98
700,筋骨,,6,99,30200,3700,200,99
701,内劲,,7,0,500,30,2,0
702,内劲,,7,1,800,60,4,1
703,内劲,,7,2,1100,90,6,2
704,内劲,,7,3,1400,120,8,3
705,内劲,,7,4,1700,150,10,4
706,内劲,,7,5,2000,180,12,5
707,内劲,,7,6,2300,210,14,6
708,内劲,,7,7,2600,240,16,7
709,内劲,,7,8,2900,270,18,8
710,内劲,,7,9,3200,300,20,9
711,内劲,,7,10,3500,330,22,10
712,内劲,,7,11,3800,360,24,11
713,内劲,,7,12,4100,390,26,12
714,内劲,,7,13,4400,420,28,13
715,内劲,,7,14,4700,450,30,14
716,内劲,,7,15,5000,480,32,15
717,内劲,,7,16,5300,510,34,16
718,内劲,,7,17,5600,540,36,17
719,内劲,,7,18,5900,570,38,18
720,内劲,,7,19,6200,600,40,19
721,内劲,,7,20,6500,660,42,20
722,内劲,,7,21,6800,720,44,21
723,内劲,,7,22,7100,780,46,22
724,内劲,,7,23,7400,840,48,23
725,内劲,,7,24,7700,900,50,24
726,内劲,,7,25,8000,960,52,25
727,内劲,,7,26,8300,1020,54,26
728,内劲,,7,27,8600,1080,56,27
729,内劲,,7,28,8900,1140,58,28
730,内劲,,7,29,9200,1200,60,29
731,内劲,,7,30,9500,1290,62,30
732,内劲,,7,31,9800,1380,64,31
733,内劲,,7,32,10100,1470,66,32
734,内劲,,7,33,10400,1560,68,33
735,内劲,,7,34,10700,1650,70,34
736,内劲,,7,35,11000,1740,72,35
737,内劲,,7,36,11300,1830,74,36
738,内劲,,7,37,11600,1950,76,37
739,内劲,,7,38,11900,2070,78,38
740,内劲,,7,39,12200,2190,80,39
741,内劲,,7,40,12500,2310,82,40
742,内劲,,7,41,12800,2430,84,41
743,内劲,,7,42,13100,2580,86,42
744,内劲,,7,43,13400,2730,88,43
745,内劲,,7,44,13700,2880,90,44
746,内劲,,7,45,14000,3030,92,45
747,内劲,,7,46,14300,3210,94,46
748,内劲,,7,47,14600,3390,96,47
749,内劲,,7,48,14900,3570,98,48
750,内劲,,7,49,15200,3700,100,49
751,内劲,,7,50,15500,3700,102,50
752,内劲,,7,51,15800,3700,104,51
753,内劲,,7,52,16100,3700,106,52
754,内劲,,7,53,16400,3700,108,53
755,内劲,,7,54,16700,3700,110,54
756,内劲,,7,55,17000,3700,112,55
757,内劲,,7,56,17300,3700,114,56
758,内劲,,7,57,17600,3700,116,57
759,内劲,,7,58,17900,3700,118,58
760,内劲,,7,59,18200,3700,120,59
761,内劲,,7,60,18500,3700,122,60
762,内劲,,7,61,18800,3700,124,61
763,内劲,,7,62,19100,3700,126,62
764,内劲,,7,63,19400,3700,128,63
765,内劲,,7,64,19700,3700,130,64
766,内劲,,7,65,20000,3700,132,65
767,内劲,,7,66,20300,3700,134,66
768,内劲,,7,67,20600,3700,136,67
769,内劲,,7,68,20900,3700,138,68
770,内劲,,7,69,21200,3700,140,69
771,内劲,,7,70,21500,3700,142,70
772,内劲,,7,71,21800,3700,144,71
773,内劲,,7,72,22100,3700,146,72
774,内劲,,7,73,22400,3700,148,73
775,内劲,,7,74,22700,3700,150,74
776,内劲,,7,75,23000,3700,152,75
777,内劲,,7,76,23300,3700,154,76
778,内劲,,7,77,23600,3700,156,77
779,内劲,,7,78,23900,3700,158,78
780,内劲,,7,79,24200,3700,160,79
781,内劲,,7,80,24500,3700,162,80
782,内劲,,7,81,24800,3700,164,81
783,内劲,,7,82,25100,3700,166,82
784,内劲,,7,83,25400,3700,168,83
785,内劲,,7,84,25700,3700,170,84
786,内劲,,7,85,26000,3700,172,85
787,内劲,,7,86,26300,3700,174,86
788,内劲,,7,87,26600,3700,176,87
789,内劲,,7,88,26900,3700,178,88
790,内劲,,7,89,27200,3700,180,89
791,内劲,,7,90,27500,3700,182,90
792,内劲,,7,91,27800,3700,184,91
793,内劲,,7,92,28100,3700,186,92
794,内劲,,7,93,28400,3700,188,93
795,内劲,,7,94,28700,3700,190,94
796,内劲,,7,95,29000,3700,192,95
797,内劲,,7,96,29300,3700,194,96
798,内劲,,7,97,29600,3700,196,97
799,内劲,,7,98,29900,3700,198,98
800,内劲,,7,99,30200,3700,200,99
801,精神,,8,0,500,30,2,0
802,精神,,8,1,800,60,4,1
803,精神,,8,2,1100,90,6,2
804,精神,,8,3,1400,120,8,3
805,精神,,8,4,1700,150,10,4
806,精神,,8,5,2000,180,12,5
807,精神,,8,6,2300,210,14,6
808,精神,,8,7,2600,240,16,7
809,精神,,8,8,2900,270,18,8
810,精神,,8,9,3200,300,20,9
811,精神,,8,10,3500,330,22,10
812,精神,,8,11,3800,360,24,11
813,精神,,8,12,4100,390,26,12
814,精神,,8,13,4400,420,28,13
815,精神,,8,14,4700,450,30,14
816,精神,,8,15,5000,480,32,15
817,精神,,8,16,5300,510,34,16
818,精神,,8,17,5600,540,36,17
819,精神,,8,18,5900,570,38,18
820,精神,,8,19,6200,600,40,19
821,精神,,8,20,6500,660,42,20
822,精神,,8,21,6800,720,44,21
823,精神,,8,22,7100,780,46,22
824,精神,,8,23,7400,840,48,23
825,精神,,8,24,7700,900,50,24
826,精神,,8,25,8000,960,52,25
827,精神,,8,26,8300,1020,54,26
828,精神,,8,27,8600,1080,56,27
829,精神,,8,28,8900,1140,58,28
830,精神,,8,29,9200,1200,60,29
831,精神,,8,30,9500,1290,62,30
832,精神,,8,31,9800,1380,64,31
833,精神,,8,32,10100,1470,66,32
834,精神,,8,33,10400,1560,68,33
835,精神,,8,34,10700,1650,70,34
836,精神,,8,35,11000,1740,72,35
837,精神,,8,36,11300,1830,74,36
838,精神,,8,37,11600,1950,76,37
839,精神,,8,38,11900,2070,78,38
840,精神,,8,39,12200,2190,80,39
841,精神,,8,40,12500,2310,82,40
842,精神,,8,41,12800,2430,84,41
843,精神,,8,42,13100,2580,86,42
844,精神,,8,43,13400,2730,88,43
845,精神,,8,44,13700,2880,90,44
846,精神,,8,45,14000,3030,92,45
847,精神,,8,46,14300,3210,94,46
848,精神,,8,47,14600,3390,96,47
849,精神,,8,48,14900,3570,98,48
850,精神,,8,49,15200,3700,100,49
851,精神,,8,50,15500,3700,102,50
852,精神,,8,51,15800,3700,104,51
853,精神,,8,52,16100,3700,106,52
854,精神,,8,53,16400,3700,108,53
855,精神,,8,54,16700,3700,110,54
856,精神,,8,55,17000,3700,112,55
857,精神,,8,56,17300,3700,114,56
858,精神,,8,57,17600,3700,116,57
859,精神,,8,58,17900,3700,118,58
860,精神,,8,59,18200,3700,120,59
861,精神,,8,60,18500,3700,122,60
862,精神,,8,61,18800,3700,124,61
863,精神,,8,62,19100,3700,126,62
864,精神,,8,63,19400,3700,128,63
865,精神,,8,64,19700,3700,130,64
866,精神,,8,65,20000,3700,132,65
867,精神,,8,66,20300,3700,134,66
868,精神,,8,67,20600,3700,136,67
869,精神,,8,68,20900,3700,138,68
870,精神,,8,69,21200,3700,140,69
871,精神,,8,70,21500,3700,142,70
872,精神,,8,71,21800,3700,144,71
873,精神,,8,72,22100,3700,146,72
874,精神,,8,73,22400,3700,148,73
875,精神,,8,74,22700,3700,150,74
876,精神,,8,75,23000,3700,152,75
877,精神,,8,76,23300,3700,154,76
878,精神,,8,77,23600,3700,156,77
879,精神,,8,78,23900,3700,158,78
880,精神,,8,79,24200,3700,160,79
881,精神,,8,80,24500,3700,162,80
882,精神,,8,81,24800,3700,164,81
883,精神,,8,82,25100,3700,166,82
884,精神,,8,83,25400,3700,168,83
885,精神,,8,84,25700,3700,170,84
886,精神,,8,85,26000,3700,172,85
887,精神,,8,86,26300,3700,174,86
888,精神,,8,87,26600,3700,176,87
889,精神,,8,88,26900,3700,178,88
890,精神,,8,89,27200,3700,180,89
891,精神,,8,90,27500,3700,182,90
892,精神,,8,91,27800,3700,184,91
893,精神,,8,92,28100,3700,186,92
894,精神,,8,93,28400,3700,188,93
895,精神,,8,94,28700,3700,190,94
896,精神,,8,95,29000,3700,192,95
897,精神,,8,96,29300,3700,194,96
898,精神,,8,97,29600,3700,196,97
899,精神,,8,98,29900,3700,198,98
900,精神,,8,99,30200,3700,200,99
