ID,Name,DisplayName,Quality,Type,AttackType,apperence,url,des
12056,强盗喽啰（2）,毒刺,5,1,3,"1,1",skn1042,对敌人单体造成伤害
12057,强盗枪手（2）,远程射击,5,1,2,"1,1",skn1057,对敌人单体造成伤害
12058,强盗枪手（2）,远程射击,5,1,2,"1,1",skn1057,对敌人单体造成伤害
12059,乐平（1）,拦腰斩,5,1,2,"1,1",skn1044,对敌人单体造成伤害
12060,普尔（1）,声援,5,1,4,"1,1",skn1046,声援小伙伴们，全体队友增加25点怒气
12061,大斧强盗（2）,斩首,5,1,1,"1,1",skn1030,对敌人单体造成伤害
12062,强盗喽啰（1）,毒刺,5,1,3,"1,1",skn1042,对敌人单体造成伤害，敌人只增加10怒气
12063,强盗狙击手（1）,破甲弹,5,1,2,"1,1",skn1062,对敌人单体造成伤害
12064,大斧强盗（1）,斩首,5,1,1,"1,1",skn1030,对敌人单体造成伤害
12065,强盗枪手（1）,远程射击,5,1,2,"1,1",skn1057,对敌人单体造成伤害
12066,琪琪（1）,半月刃,5,1,2,"1,1",skn1048,发射头上的半月刃，对敌人单体造成伤害
12067,牛魔王,力劈,5,1,1,"1,1",skn1050,力劈华山的招式，对敌人单体造成伤害
12068,普尔（1）,声援,5,1,4,"1,1",skn1046,声援小伙伴们，全体队友增加25点怒气
12069,琪琪（1）,半月刃,5,1,2,"1,1",skn1048,发射头上的半月刃，对敌人单体造成伤害
12070,兔子团打手（1）,拳击,5,1,1,"1,1",skn1052,对敌人单体造成伤害
12071,兔子团打手（2）,拳击,5,1,1,"1,1",skn1052,对敌人单体造成伤害
12072,胖兔子团,枪托攻击,5,1,1,"1,1",skn1056,使用枪托进行攻击，对敌人单体造成伤害，敌人只增加10点怒气
12073,兔子团打手（1）,拳击,5,1,1,"1,1",skn1052,对敌人单体造成伤害
12074,瘦兔子团,枪托攻击,5,1,1,"1,1",skn1056,使用枪托进行攻击，对敌人单体造成伤害，敌人只增加10点怒气
12075,兔人参,变幻拍击,5,1,3,"1,1",skn1058,可以使人变胡萝卜的技法，对敌人单体造成伤害，有概率减少目标50%攻击，持续2回合
12076,抢劫机器人（2）,机械飞爪,5,1,1,"1,1",skn1060,对敌人单体造成伤害
12077,抢劫机器人（1）,机械飞爪,5,1,1,"1,1",skn1060,对敌人单体造成伤害
12078,战斗机器人（1）,机械炮,5,1,2,"1,1",skn1062,对敌人单体造成伤害
12079,常胜,粒子枪,5,1,3,"1,1",skn1064,射击敌人，对敌人单体造成伤害，额外增加10点怒气
12080,战斗机器人（2）,机械炮,5,1,2,"1,1",skn1062,对敌人单体造成伤害
12081,索巴,忍术斩,5,1,1,"1,1",skn1066,忍术斩击，削弱敌人，对敌人单体造成伤害，并减少目标25点怒气
12082,皮拉夫,飞吻,5,1,4,"1,1",skn1068,恶心敌人，减少敌人全体每人10点怒气
12083,巨猿（1）,碎石掌,5,1,1,"1,1",skn1070,对敌人单体造成伤害，小概率使目标眩晕（眩晕：不能攻击）
12084,警察（2）,警棍,5,1,1,"1,1",skn1072,对敌人单体造成伤害
12085,警察（1）,警棍,5,1,1,"1,1",skn1072,对敌人单体造成伤害
12086,警察（3）,连射,5,1,2,"1,1",skn1076,对敌人单体造成伤害
12087,警察（4）,连射,5,1,2,"1,1",skn1076,对敌人单体造成伤害
12088,警察（6）,警告,5,1,4,"1,1",skn1074,敌方全体怒气减少10点
12089,警察（2）,警棍,5,1,1,"1,1",skn1072,对敌人单体造成伤害
12090,警察（5）,警告,5,1,4,"1,1",skn1074,全体队友怒气增加25点
12091,警察（6）,警告,5,1,4,"1,1",skn1074,敌方全体怒气减少10点
12092,兰琪,烈焰火舌,5,1,2,"1,1",skn1078,毫不留情的射击，对敌人单体造成伤害
12093,刺牙虎（2）,怒爪,5,1,2,"1,1",skn1080,对敌人单体造成伤害
12094,野狼（3）,利爪,5,1,1,"1,1",skn1011,对敌人单体造成伤害
12095,刺牙虎（1）,怒爪,5,1,2,"1,1",skn1080,对敌人单体造成伤害
12096,恐龟（4）,铁钳,5,1,1,"1,1",skn1016,对敌人单体造成伤害
12097,刺牙虎（2）,怒爪,5,1,2,"1,1",skn1080,对敌人单体造成伤害
12098,刺牙虎（1）,怒爪,5,1,2,"1,1",skn1080,对敌人单体造成伤害
12099,恐龟（3）,铁钳,5,1,1,"1,1",skn1016,对敌人单体造成伤害
12100,野狼（4）,利爪,5,1,1,"1,1",skn1011,对敌人单体造成伤害
12101,恐龟（4）,铁钳,5,1,1,"1,1",skn1016,对敌人单体造成伤害
12102,恐龟（3）,铁钳,5,1,1,"1,1",skn1016,对敌人单体造成伤害
12103,霸王龙,捕猎,5,1,1,"1,1",skn1082,兴奋的攻击猎物，对敌人单体造成伤害，并增加自己怒气15点
12104,小林（1）,飞踢,5,1,1,"1,1",skn1084,基本的格斗招式，对敌人单体造成伤害
12105,黑绸军格斗家（3）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12106,黑绸军格斗家（4）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12107,黑绸军格斗家（1）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12108,黑绸军气功师（3）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12109,黑绸军格斗家（2）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12110,黑绸军气功师（4）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12111,黑绸军气功师（2）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12112,黑绸军斗士（1）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12113,黑绸军斗士（2）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标25点怒气
12114,黑绸军气功师（1）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12115,黑绸军斗士（3）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标25点怒气
12116,黑绸军斗士（4）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12117,黑绸军格斗家（1）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12118,黑绸军格斗家（3）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12119,黑绸军气功师（2）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12120,黑绸军气功师（4）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12121,黑绸军气功师（3）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12122,黑绸军格斗家（4）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12123,黑绸军医师（1）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12124,黑绸军斗士（1）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12125,黑绸军斗士（2）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标25点怒气
12126,黑绸军医师（3）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12127,黑绸军医师（4）,镇静剂,5,1,4,"1,1",skn1099,敌方全体怒气减少15点
12128,黑绸军斗士（3）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标25点怒气
12129,黑绸军医师（3）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12130,黑绸军格斗家（3）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12131,海盗机器人,机械斩,5,1,2,"1,1", skn1092 ,挥动长刀斩杀目标，对敌人单体造成伤害
12132,黑绸军斗士（4）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12133,黑绸军格斗家（1）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12134,黑绸军格斗家（2）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12135,黑绸军格斗家（4）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12136,黑绸军医师（1）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12137,黑绸军气功师（3）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12138,黑绸军气功师（4）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12139,黑绸军医师（3）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12140,黑绸军医师（2）,镇静剂,5,1,4,"1,1",skn1099,敌方全体怒气减少15点
12141,黑绸军格斗家（4）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12142,黑绸军格斗家（3）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12143,黑绸军气功师（2）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12144,黑绸军医师（1）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12145,黑绸军气功师（3）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12146,黑绸军气功师（4）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12147,黑绸军医师（4）,镇静剂,5,1,4,"1,1",skn1099,敌方全体怒气减少15点
12148,大章鱼,触手鞭,5,1,3,"1,1",skn1094,使用触手进行攻击，对敌人单体造成伤害，并增加自己怒气15点
12149,黑绸军医师（4）,镇静剂,5,1,4,"1,1",skn1099,敌方全体怒气减少15点
12150,黑绸军斗士（3）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标25点怒气
12151,黑绸军斗士（4）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12152,黑绸军医师（3）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12153,黑绸军气功师（2）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12154,黑绸军格斗家（3）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12155,黑绸军斗士（1）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12156,黑绸军格斗家（2）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12157,黑绸军格斗家（4）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12158,黑绸军医师（2）,镇静剂,5,1,4,"1,1",skn1099,敌方全体怒气减少15点
12159,蓝将军,霸气腿,5,1,1,"1,1",skn1024,霸气外露，对敌人单体造成伤害，并减少目标30点怒气
12160,黑绸军气功师（1）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12161,黑绸军格斗家（1）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12162,黑绸军气功师（3）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12163,黑绸军气功师（4）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12164,黑绸军医师（1）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12165,黑绸军医师（4）,镇静剂,5,1,4,"1,1",skn1099,敌方全体怒气减少15点
12166,黑绸军格斗家（3）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12167,黑绸军医师（3）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12168,黑绸军气功师（2）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12169,黑绸军斗士（3）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标25点怒气
12170,黑绸军斗士（4）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12171,黑绸军格斗家（4）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12172,黑绸军医师（2）,镇静剂,5,1,4,"1,1",skn1099,敌方全体怒气减少15点
12173,蓝将军,霸气腿,5,1,1,"1,1",skn1024,霸气外露，对敌人单体造成伤害，并减少目标30点怒气
12174,黑绸军医师（1）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12175,黑绸军格斗家（2）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12176,黑绸军气功师（3）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12177,黑绸军气功师（4）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12178,黑绸军医师（1）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12179,黑绸军医师（4）,镇静剂,5,1,4,"1,1",skn1099,敌方全体怒气减少15点
12180,黑绸军格斗家（1）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12181,黑绸军格斗家（2）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12182,黑绸军斗士（1）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12183,黑绸军斗士（2）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标25点怒气
12184,黑绸军斗士（3）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标25点怒气
12185,黑绸军斗士（4）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12186,阿拉蕾,小蕾飞腿,5,1,3,"1,1",skn1084,阿拉蕾飞身踢向敌人，对敌人单体造成伤害
12187,黑绸军气功师（3）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12188,黑绸军医师（2）,镇静剂,5,1,4,"1,1",skn1099,敌方全体怒气减少15点
12189,黑绸军医师（3）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12190,黑绸军斗士（1）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12191,黑绸军斗士（2）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标25点怒气
12192,黑绸军医师（4）,镇静剂,5,1,4,"1,1",skn1099,敌方全体怒气减少15点
12193,黑绸军气功师（1）,激射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12194,黑绸军格斗家（4）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12195,黑绸军医师（1）,兴奋剂,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12196,黑绸军格斗家（3）,黑拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12197,黑绸军斗士（3）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标25点怒气
12198,黑绸军斗士（4）,压制,5,1,3,"1,1",skn1090,对敌人单体造成伤害，并减少目标10点怒气
12199,蓝将军,霸气腿,5,1,1,"1,1",skn1024,霸气外露，对敌人单体造成伤害，并减少目标30点怒气
12200,强盗拳手（2）,游走拳,5,1,1,"1,1",skn1032,对敌人单体造成伤害
12201,强盗喽啰（1）,毒刺,5,1,3,"1,1",skn1042,对敌人单体造成伤害，敌人只增加10怒气
12202,强盗枪手（2）,远程射击,5,1,2,"1,1",skn1057,对敌人单体造成伤害
12203,强盗拳手（1）,游走拳,5,1,1,"1,1",skn1032,对敌人单体造成伤害
12204,瘦兔子团,枪托攻击,5,1,1,"1,1",skn1056,使用枪托进行攻击，对敌人单体造成伤害，敌人只增加10点怒气
12205,胖兔子团,枪托攻击,5,1,1,"1,1",skn1056,使用枪托进行攻击，对敌人单体造成伤害，敌人只增加10点怒气
12206,瘦兔子团,枪托攻击,5,1,1,"1,1",skn1056,使用枪托进行攻击，对敌人单体造成伤害，敌人只增加10点怒气
12207,武道会选手（辅助1）,助威,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12208,武道会选手（辅助2）,消沉咒文,5,1,4,"1,1",skn1136,敌方全体怒气减少15点
12209,强盗控制,小刀,5,1,1,"1,1",skn1043,对敌人单体造成伤害
12210,雇佣打手（6）,重砍,5,1,1,"1,1",skn1034,对敌人单体造成伤害
12211,雇佣打手（5）,重砍,5,1,1,"1,1",skn1034,对敌人单体造成伤害
12212,胖流氓,拳击,5,1,1,"1,1",skn1052,投机取巧的攻击，对敌人单体造成伤害，并减少目标10点怒气
12213,雇佣打手（5）,重砍,5,1,1,"1,1",skn1034,对敌人单体造成伤害
12214,强盗拳手（1）,游走拳,5,1,1,"1,1",skn1032,对敌人单体造成伤害
12215,雇佣打手（6）,重砍,5,1,1,"1,1",skn1034,对敌人单体造成伤害
12216,瘦流氓,拳击,5,1,1,"1,1",skn1052,投机取巧的攻击，对敌人单体造成伤害，并减少目标10点怒气
12217,强盗控制,小刀,5,1,1,"1,1",skn1043,对敌人单体造成伤害
12218,强盗控制2,小刀,5,1,1,"1,1",skn1043,对敌人单体造成伤害
12219,警察（1）,警棍,5,1,1,"1,1",skn1072,对敌人单体造成伤害
12220,警察（2）,警棍,5,1,1,"1,1",skn1072,对敌人单体造成伤害
12221,警察（4）,连射,5,1,2,"1,1",skn1076,对敌人单体造成伤害
12222,警察（5）,警告,5,1,4,"1,1",skn1074,全体队友怒气增加25点
12223,警察（6）,警告,5,1,4,"1,1",skn1074,敌方全体怒气减少10点
12224,武道会选手（格斗1）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12225,武道会选手（格斗2）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12226,武道会选手（格斗3）,重腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12227,武道会选手（气功1）,波动拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12228,武道会选手（辅助1）,助威,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12229,壮汉,猛击,5,1,1,"1,1",skn1088,猛烈的攻击，对敌人单体造成伤害，小概率眩晕目标1回合（眩晕：不能攻击）
12230,武道会选手（格斗3）,重腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12231,武道会选手（格斗1）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12232,武道会选手（格斗2）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12233,武道会选手（控制1）,迷幻,5,1,3,"1,1",skn1134,对敌人单体造成伤害，小概率使目标眩晕（眩晕：不能攻击）
12234,武道会选手（气功1）,波动拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12235,武道会选手（气功2）,波动拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12236,武道会选手（辅助1）,助威,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12237,多林寺二师兄,震荡拳,5,1,3,"1,1",skn1089,多林寺气功拳法，对敌人单体造成伤害
12238,武道会选手（辅助2）,消沉咒文,5,1,4,"1,1",skn1136,敌方全体怒气减少15点
12239,多林寺大师兄,扫腿,5,1,1,"1,1",skn1024,多林寺秘传腿法，对敌人单体造成伤害
12240,武道会选手（气功1）,波动拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12241,武道会选手（控制1）,迷幻,5,1,3,"1,1",skn1134,对敌人单体造成伤害，小概率使目标眩晕（眩晕：不能攻击）
12242,武道会选手（气功3）,气拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12243,武道会选手（格斗1）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12244,武道会选手（格斗3）,重腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12245,武道会选手（控制2）,迷幻,5,1,3,"1,1",skn1134,对敌人单体造成伤害，并减少目标25点怒气
12246,拳法家,连环打,5,1,1,"1,1",skn1053,连续组合拳攻击，对敌人单体造成伤害
12247,武道会选手（控制2）,迷幻,5,1,3,"1,1",skn1134,对敌人单体造成伤害，并减少目标25点怒气
12248,武道会选手（气功1）,波动拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12249,武道会选手（气功2）,波动拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12250,武道会选手（辅助2）,消沉咒文,5,1,4,"1,1",skn1136,敌方全体怒气减少15点
12251,武道会选手（控制1）,迷幻,5,1,3,"1,1",skn1134,对敌人单体造成伤害，小概率使目标眩晕（眩晕：不能攻击）
12252,武道会选手（格斗1）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12253,武道会选手（格斗3）,重腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12254,熊男,熊爪,5,1,2,"1,1",skn1080,熊爪攻击敌人，对敌人单体造成伤害
12255,武道会选手（格斗2）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12256,武道会选手（气功1）,波动拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12257,武道会选手（控制1）,迷幻,5,1,3,"1,1",skn1134,对敌人单体造成伤害，小概率使目标眩晕（眩晕：不能攻击）
12258,武道会选手（辅助2）,消沉咒文,5,1,4,"1,1",skn1136,敌方全体怒气减少15点
12259,武道会选手（气功3）,气拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12260,巴克特里安,腐臭口水,5,1,3,"1,1",skn1137,强烈腐蚀性的口水，对敌人单体造成伤害，并减少目标35点怒气
12261,武道会选手（格斗3）,重腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12262,武道会选手（格斗4）,重腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12263,武道会选手（控制2）,迷幻,5,1,3,"1,1",skn1134,对敌人单体造成伤害，并减少目标25点怒气
12264,武道会选手（格斗1）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12265,那木,手刀,5,1,1,"1,1",skn1097,手刀攻击，对敌人单体造成伤害
12266,武道会选手（辅助1）,助威,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12267,基朗,虎尾鞭,5,1,1,"1,1",skn1141,甩动尾巴进行攻击，有出其不意的效果，对敌人单体造成伤害，并减少目标25点怒气
12268,武道会选手（气功3）,气拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12269,武道会选手（辅助1）,助威,5,1,4,"1,1",skn1099,全体队友怒气增加25点
12270,武道会选手（气功1）,波动拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12271,武道会选手（格斗3）,重腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12272,兰芳,奇幻之舞,5,1,4,"1,1",skn1133,奇幻的舞蹈，让人莫名的兴奋，全体队友怒气增加25点
12273,小林（2）,连环踢,5,1,1,"1,1",skn1024,进阶的腿法攻击，对敌人单体造成伤害
12274,武道会选手（气功4）,气拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12275,武道会选手（控制1）,迷幻,5,1,3,"1,1",skn1134,对敌人单体造成伤害，小概率使目标眩晕（眩晕：不能攻击）
12276,武道会选手（格斗1）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12277,乐平（2）,狼牙疾爪,5,1,2,"1,1",skn1109,迅疾的狼爪，对敌人横排造成伤害
12278,普尔（2）,进阶声援,5,1,4,"1,1",skn1046,鼓舞小伙伴们，全体队友怒气增加25点
12279,武道会选手（控制2）,迷幻,5,1,3,"1,1",skn1134,对敌人单体造成伤害，并减少目标25点怒气
12280,武道会选手（气功2）,波动拳,5,1,2,"1,1",skn1059,对敌人单体造成伤害
12281,武道会选手（格斗2）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12282,孙悟空（2）,形意拳,5,1,1,"1,1",skn1085,悟空从龟仙人醉拳中领悟的招式，对敌人单体造成伤害
12283,乌龙（2）,虚张声势,5,1,4,"1,1",skn1110,单纯的身体变大吓唬敌人，减少全体敌人怒气15点
12284,武道会选手（控制2）,迷幻,5,1,3,"1,1",skn1134,对敌人单体造成伤害，并减少目标25点怒气
12285,秦龙（2）,幻影一击,5,1,1,"1,1",skn1084,快速移动身体，看似没有出手却已经收招，对敌人单体造成伤害，小概率眩晕目标1回合（眩晕：无法攻击）
12286,武道会选手（格斗1）,弹腿,5,1,1,"1,1",skn1024,对敌人单体造成伤害
12287,巨猿（2）,碎石掌,5,1,1,"1,1",skn1070,可以拍碎石头的一掌，对敌人单体造成大量伤害
12288,黑绸军驻地士兵（气功2）,点射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12289,黑绸军驻地士兵（气功1）,点射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12290,黑绸军驻地士兵（控制1）,掌击,5,1,3,"1,1",skn1059,对敌人单体造成伤害，减少目标30点怒气
12291,黑绸军驻地士兵（格斗1）,气拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12292,黑绸军驻地医师（辅助1）,回血,5,1,4,"1,1",skn1112,治疗血量百分比最少的队友（回复血量与攻击力相关）
12293,黑绸军驻地士兵（格斗2）,气拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12294,黑绸军驻地士兵（格斗1）,气拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12295,黑绸军驻地医师（辅助1）,回血,5,1,4,"1,1",skn1112,治疗血量百分比最少的队友（回复血量与攻击力相关）
12296,黑绸军驻地士兵（控制2）,掌击,5,1,3,"1,1",skn1059,对敌人单体造成伤害，有概率为自己增加守护效果1回合（守护：受到伤害减少20%）
12297,黑绸军驻地士兵（气功1）,点射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12298,黑绸军驻地士兵（气功1）,点射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12299,黑绸军驻地士兵（格斗1）,气拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12300,黑绸军驻地士兵（格斗2）,气拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12301,黑绸军驻地士兵（控制1）,掌击,5,1,3,"1,1",skn1059,对敌人单体造成伤害，减少目标30点怒气
12302,黑绸军驻地医师（辅助1）,回血,5,1,4,"1,1",skn1112,治疗血量百分比最少的队友（回复血量与攻击力相关）
12303,黑绸军驻地士兵（气功2）,点射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12304,银大佐,重拳,5,1,1,"1,1",skn1088,重拳出击，对敌人单体造成伤害
12305,黑绸军总部医师（辅助2）,怒气恢复,5,1,4,"1,1",skn1112,全体队友怒气增加25点
12306,黑绸军驻地士兵（气功2）,点射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12307,黑绸军驻地士兵（格斗1）,气拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12308,黑绸军驻地士兵（控制1）,掌击,5,1,3,"1,1",skn1059,对敌人单体造成伤害，减少目标30点怒气
12309,黑绸军驻地士兵（控制2）,掌击,5,1,3,"1,1",skn1059,对敌人单体造成伤害，有概率为自己增加守护效果1回合（守护：受到伤害减少20%）
12310,黑绸军驻地士兵（气功3）,点射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12311,黑绸军驻地医师（辅助1）,回血,5,1,4,"1,1",skn1112,治疗血量百分比最少的队友（回复血量与攻击力相关）
12312,铁军曹,突击,5,1,2,"1,1",skn1032,出其不意的攻击，对敌人单体造成伤害
12313,黑绸军驻地士兵（控制1）,掌击,5,1,3,"1,1",skn1059,对敌人单体造成伤害，减少目标30点怒气
12314,黑绸军驻地士兵（格斗1）,气拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12315,黑绸军驻地士兵（格斗2）,气拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12316,黑绸军驻地士兵（气功1）,点射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12317,黑绸军驻地士兵（控制2）,掌击,5,1,3,"1,1",skn1059,对敌人单体造成伤害，有概率为自己增加守护效果1回合（守护：受到伤害减少20%）
12318,黑绸军驻地士兵（气功2）,点射,5,1,2,"1,1",skn1086,对敌人单体造成伤害
12319,黑绸军驻地士兵（格斗3）,气拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12320,黑绸军驻地医师（辅助2）,怒气恢复,5,1,4,"1,1",skn1112,全体队友怒气增加25点
12321,紫曹长,忍者镖,5,1,3,"1,1",skn1114,投掷忍着飞镖，对敌人单体造成伤害，有概率使目标中毒3回合（中毒：每回合损失当前血量10%）
12322,黑绸军驻地士兵（格斗2）,气拳,5,1,1,"1,1",skn1088,对敌人单体造成伤害
12323,黑绸军驻地士兵（控制1）,掌击,5,1,3,"1,1",skn1059,对敌人单体造成伤害，减少目标30点怒气
