id,name,icon,quality,type,showType,amountlimit,property,price,needLevel,needStamina,needColdTime,des,functionDes,favor,pid,archaeusExp,fragment
50007,勇者白银宝箱,4,3,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31016*1*700#2*32016*1*700#2*33016*1*700#2*34016*1*700#2*35016*1*700#2*36016*1*700#2*7910*1*6500
50008,尊贵黄金宝箱,4,4,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31017*1*600#2*32017*1*600#2*33017*1*600#2*34017*1*600#2*35017*1*600#2*36017*1*600#2*31016*1*800#2*32016*1*800#2*33016*1*800#2*34016*1*800#2*35016*1*800#2*36016*1*800#2*7910*1*7000#3*1*5*1000
50009,华贵铂金宝箱,4,5,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31017*1*800#2*32017*1*800#2*33017*1*800#2*34017*1*800#2*35017*1*800#2*36017*1*800#2*31016*1*900#2*32016*1*900#2*33016*1*900#2*34016*1*900#2*35016*1*900#2*36016*1*900#2*7917*2*7500#2*7903*2*7500#2*7907*2*7500#1*1*11015*800#3*1*10*1000
50010,璀璨钻石宝箱,4,6,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,###############################################################################################################################################################################################################################################################
50011,破烂青铜宝箱,4,2,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31019*1*600#2*32019*1*600#2*33019*1*600#2*34019*1*600#2*35019*1*600#2*36019*1*600#2*7914*1*6000#2*7907*1*6000#2*7908*1*6000
50012,勇者白银宝箱,4,3,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31019*1*700#2*32019*1*700#2*33019*1*700#2*34019*1*700#2*35019*1*700#2*36019*1*700#2*7914*1*6500#2*7907*1*6500#2*7908*1*6500
50013,尊贵黄金宝箱,4,4,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31020*1*600#2*32020*1*600#2*33020*1*600#2*34020*1*600#2*35020*1*600#2*36020*1*600#2*31019*1*800#2*32019*1*800#2*33019*1*800#2*34019*1*800#2*35019*1*800#2*36019*1*800#2*7914*1*7000#2*7907*1*7000#2*7908*1*7000#3*1*5*1000
50014,华贵铂金宝箱,4,5,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31020*1*800#2*32020*1*800#2*33020*1*800#2*34020*1*800#2*35020*1*800#2*36020*1*800#2*31019*1*900#2*32019*1*900#2*33019*1*900#2*34019*1*900#2*35019*1*900#2*36019*1*900#2*7903*2*7500#2*7907*2*7500#2*7913*2*7500#3*1*10*1000
50015,璀璨钻石宝箱,4,6,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,###############################################################################################################################################################################################################################################################
50016,破烂青铜宝箱,4,2,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31021*1*600#2*32021*1*600#2*33021*1*600#2*34021*1*600#2*35021*1*600#2*36021*1*600#2*7902*1*6000#2*7904*1*6000#2*7903*1*6000
50017,勇者白银宝箱,4,3,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31021*1*700#2*32021*1*700#2*33021*1*700#2*34021*1*700#2*35021*1*700#2*36021*1*700#2*7902*1*6500#2*7904*1*6500#2*7903*1*6500
50018,尊贵黄金宝箱,4,4,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31022*1*600#2*32022*1*600#2*33022*1*600#2*34022*1*600#2*35022*1*600#2*36022*1*600#2*31021*1*800#2*32021*1*800#2*33021*1*800#2*34021*1*800#2*35021*1*800#2*36021*1*800#2*7902*1*7000#2*7904*1*7000#2*7903*1*7000#3*1*5*1000
50019,华贵铂金宝箱,4,5,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31022*1*800#2*32022*1*800#2*33022*1*800#2*34022*1*800#2*35022*1*800#2*36022*1*800#2*31021*1*900#2*32021*1*900#2*33021*1*900#2*34021*1*900#2*35021*1*900#2*36021*1*900#2*7919*2*7500#2*7918*2*7500#2*7913*2*7500#3*1*10*1000
50020,璀璨钻石宝箱,4,6,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,###############################################################################################################################################################################################################################################################
50021,破烂青铜宝箱,4,2,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31023*1*600#2*32023*1*600#2*33023*1*600#2*34023*1*600#2*35023*1*600#2*36023*1*600#2*7918*1*6000#2*7913*1*6000
50022,勇者白银宝箱,4,3,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31023*1*700#2*32023*1*700#2*33023*1*700#2*34023*1*700#2*35023*1*700#2*36023*1*700#2*7918*1*6500#2*7913*1*6500
50023,尊贵黄金宝箱,4,4,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31024*1*600#2*32024*1*600#2*33024*1*600#2*34024*1*600#2*35024*1*600#2*36024*1*600#2*31023*1*800#2*32023*1*800#2*33023*1*800#2*34023*1*800#2*35023*1*800#2*36023*1*800#2*7919*1*7000#2*7918*1*7000#2*7913*1*7000#3*1*5*1000
50024,华贵铂金宝箱,4,5,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31024*1*800#2*32024*1*800#2*33024*1*800#2*34024*1*800#2*35024*1*800#2*36024*1*800#2*31023*1*900#2*32023*1*900#2*33023*1*900#2*34023*1*900#2*35023*1*900#2*36023*1*900#2*7919*2*7500#2*7918*2*7500#2*7909*2*7500#2*7906*2*7500#3*1*10*1000
50025,璀璨钻石宝箱,4,6,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,###############################################################################################################################################################################################################################################################
51001,588新手礼包,7303,4,11,11,1,3,1222,1,0,0,初次进入热血七龙珠应用获得588新手礼包,,0,0,0,3*2*150000#3*3*80000#3*1*30
51002,1888龙珠礼包,7303,4,11,11,1,3,1222,1,0,0,主角等级达到18级获得1888龙珠礼包,,0,0,0,3*2*200000#2*5062*20#1*20001*1
51003,2888神器礼包,7303,4,11,11,1,3,1222,1,0,0,伙伴“小悟空”提升到20级获得2888神器礼包,,0,0,0,3*2*250000#2*81000*5#1*20002*1#2*7301*10
51004,588龙珠礼包,7303,4,11,11,1,3,1222,1,0,0,初次进入热血七龙珠应用获得588龙珠礼包,,0,0,0,3*2*150000#3*3*80000#3*1*30
51005,1888悟空礼包,7303,4,11,11,1,3,1222,1,0,0,完成一次分享获得1888悟空礼包,,0,0,0,3*2*200000#2*5062*20#1*20001*1
51006,2888赛亚人礼包,7303,4,11,11,1,3,1222,1,0,0,主角等级达到20级获得2888赛亚人礼包,,0,0,0,3*2*250000#2*81000*5#1*20002*1#2*7301*10
