id,name,resId,job,star,level,hp,powerLevel,physiqueQuality,flexLevel,spiritLevel,skills,figure,microfigure,bigImage,microImage
10166,黑绸军格斗队长,1053,1,2,33,1804,16400,16400,13600,13600,12166#13166,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10167,黑绸军高级医师,1055,3,2,33,1323,15000,12200,13600,19300,12167#13167,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10168,黑绸军精英枪手,2006,2,2,33,1483,19300,12200,15000,13600,12168#13168,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10169,黑绸军斗士头领,1054,4,2,33,1644,13600,16400,19300,10700,12169#13169,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10170,黑绸军斗士头领,2007,4,2,33,1644,13600,19300,16400,10700,12170#13170,hcjds2.swf,FL_hcjds2.swf,FB2007.png,FS2007.png
10171,黑绸军格斗队长,2005,1,2,33,1804,16400,16400,13600,13600,12171#13171,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10172,黑绸军高级医师,2008,3,2,33,1323,15000,13600,12200,19300,12172#13172,hcjys2.swf,FL_hcjys2.swf,FB2008.png,FS2008.png
10173,蓝将军,1058,4,2,35,2382,16000,20000,18000,11100,12173#13173,ljj.swf,FL_ljj.swf,FB1058.png,FS1058.png
10174,黑绸军高级医师,1055,3,2,33,1323,15000,12200,13600,19300,12174#13174,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10175,黑绸军格斗队长,2005,1,2,33,1483,19300,15000,12200,13600,12175#13175,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10176,黑绸军禁卫,1052,2,2,34,1894,16600,13700,16600,13700,12176#13176,hcjqs.swf,FL_hcjqs.swf,FB1052.png,FS1052.png
10177,黑绸军禁卫,2006,2,2,34,1894,16600,13700,16600,13700,12177#13177,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10178,黑绸军禁卫,1055,3,2,34,1385,15100,12200,13700,19500,12178#13178,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10179,黑绸军禁卫,2008,3,2,34,1385,15100,13700,12200,19500,12179#13179,hcjys2.swf,FL_hcjys2.swf,FB2008.png,FS2008.png
10180,黑绸军禁卫,1053,1,2,34,1555,19500,15100,12200,13700,12180#13180,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10181,黑绸军禁卫,2005,1,2,34,1555,19500,15100,12200,13700,12181#13181,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10182,黑绸军禁卫,1054,4,2,35,1808,13700,16600,19500,10800,12182#13182,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10183,黑绸军禁卫,2007,4,2,35,1808,13700,19500,16600,10800,12183#13183,hcjds2.swf,FL_hcjds2.swf,FB2007.png,FS2007.png
10184,黑绸军禁卫,1054,4,2,35,1808,13700,16600,19500,10800,12184#13184,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10185,黑绸军禁卫,2007,4,2,35,1808,13700,19500,16600,10800,12185#13185,hcjds2.swf,FL_hcjds2.swf,FB2007.png,FS2007.png
10186,阿拉蕾,1059,2,3,38,3502,20500,15600,20300,18500,12186#13186,all.swf,FL_all.swf,FB1059.png,FS1059.png
10187,黑绸军禁卫,1052,2,2,36,2086,16600,13700,16600,13700,12187#13187,hcjqs.swf,FL_hcjqs.swf,FB1052.png,FS1052.png
10188,黑绸军禁卫,2008,3,2,36,1520,15100,13700,12200,19500,12188#13188,hcjys2.swf,FL_hcjys2.swf,FB2008.png,FS2008.png
10189,黑绸军禁卫,1055,3,2,36,1520,15100,12200,13700,19500,12189#13189,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10190,黑绸军禁卫,1054,4,2,36,1897,13700,16600,19500,10800,12190#13190,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10191,黑绸军禁卫,2007,4,2,36,1897,13700,19500,16600,10800,12191#13191,hcjds2.swf,FL_hcjds2.swf,FB2007.png,FS2007.png
10192,黑绸军禁卫,2008,3,2,36,1520,15100,13700,12200,19500,12192#13192,hcjys2.swf,FL_hcjys2.swf,FB2008.png,FS2008.png
10193,黑绸军禁卫,1052,2,2,36,1709,19500,12200,15100,13700,12193#13193,hcjqs.swf,FL_hcjqs.swf,FB1052.png,FS1052.png
10194,黑绸军禁卫,2005,1,2,36,2086,16600,16600,13700,13700,12194#13194,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10195,黑绸军禁卫,1055,3,2,36,1520,15100,12200,13700,19500,12195#13195,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10196,黑绸军禁卫,1053,1,2,36,2086,16600,16600,13700,13700,12196#13196,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10197,黑绸军禁卫,1054,4,2,36,1897,13700,16600,19500,10800,12197#13197,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10198,黑绸军禁卫,2007,4,2,36,1897,13700,19500,16600,10800,12198#13198,hcjds2.swf,FL_hcjds2.swf,FB2007.png,FS2007.png
10199,蓝将军,1058,4,2,38,2901,16000,20000,18000,11100,12199#13199,ljj.swf,FL_ljj.swf,FB1058.png,FS1058.png
10200,街头混混,1019,1,2,36,2086,16600,16600,13700,13700,12200#13200,dqrds.swf,FL_dqrds.swf,FB1019.png,FS1019.png
10201,街头混混,1025,4,2,36,1897,13700,19500,16600,10800,12201#13201,qdd.swf,FL_qdd.swf,FB1025.png,FS1025.png
10202,街头混混,1017,2,2,36,2086,16600,13700,16600,13700,12202#13202,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10203,街头混混,1019,1,2,36,1709,19500,15100,12200,13700,12203#13203,dqrds.swf,FL_dqrds.swf,FB1019.png,FS1019.png
10204,街头混混,1037,4,2,36,1897,14400,20700,17500,11300,12204#13204,stzt.swf,FL_stzt.swf,FB1037.png,FS1037.png
10205,街头混混,1036,4,2,37,1991,14400,20700,17500,11300,12205#13205,ptzt.swf,FL_ptzt.swf,FB1036.png,FS1036.png
10206,街头混混,1037,4,2,37,1991,14400,20700,17500,11300,12206#13206,stzt.swf,FL_stzt.swf,FB1037.png,FS1037.png
10207,街头混混,1066,3,2,37,1593,15200,12300,13700,19600,12207#13207,wdhfz.swf,FL_wdhfz.swf,FB1066.png,FS1066.png
10208,街头混混,2011,3,2,37,1593,15200,13700,12300,19600,12208#13208,wdhfz2.swf,FL_wdhfz2.swf,FB2011.png,FS2011.png
10209,街头混混,1083,4,2,36,1897,13700,19500,16600,10800,12209#13209,qdkz.swf,FL_qdkz.swf,FB1083.png,FS1083.png
10210,流氓,1021,1,2,37,2190,16700,16700,13700,13700,12210#13210,dqrdf.swf,FL_dqrdf.swf,FB1021.png,FS1021.png
10211,流氓,1021,1,2,37,1792,19600,15200,12300,13700,12211#13211,dqrdf.swf,FL_dqrdf.swf,FB1021.png,FS1021.png
10212,流氓头领,1061,1,3,38,2301,18000,18000,14800,14800,12212#13212,plm.swf,FL_plm.swf,FB1061.png,FS1061.png
10213,流氓,1021,1,2,38,1881,19600,15200,12300,13700,12213#13213,dqrdf.swf,FL_dqrdf.swf,FB1021.png,FS1021.png
10214,流氓,1019,1,2,38,1881,19600,15200,12300,13700,12214#13214,dqrds.swf,FL_dqrds.swf,FB1019.png,FS1019.png
10215,流氓,1021,1,2,38,2301,16700,16700,13700,13700,12215#13215,dqrdf.swf,FL_dqrdf.swf,FB1021.png,FS1021.png
10216,流氓,1062,2,3,38,2301,18000,14800,18000,14800,12216#13216,slm.swf,FL_slm.swf,FB1062.png,FS1062.png
10217,流氓头领,1083,4,2,38,2091,13700,19600,16700,10800,12217#13217,qdkz.swf,FL_qdkz.swf,FB1083.png,FS1083.png
10218,流氓,1083,4,2,38,2091,13700,19600,16700,10800,12218#13218,qdkz.swf,FL_qdkz.swf,FB1083.png,FS1083.png
10219,巡逻警察,1045,1,2,39,1974,19600,15200,12300,13700,12219#13219,jc1.swf,FL_jc1.swf,FB1045.png,FS1045.png
10220,巡逻警察,1045,1,2,39,2417,16700,16700,13700,13700,12220#13220,jc1.swf,FL_jc1.swf,FB1045.png,FS1045.png
10221,巡逻警察,1046,2,2,39,2417,16700,13700,16700,13700,12221#13221,jcdz.swf,FL_jcdz.swf,FB1046.png,FS1046.png
10222,巡逻警察,1047,3,2,39,1752,15200,12300,13700,19600,12222#13222,jc2.swf,FL_jc2.swf,FB1047.png,FS1047.png
10223,巡警队长,1047,3,2,39,1752,15200,13700,12300,19600,12223#13223,jc2.swf,FL_jc2.swf,FB1047.png,FS1047.png
10224,武道会初赛选手,1064,1,2,39,2100,19600,15200,12300,13700,12224#13224,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10225,武道会初赛选手,2010,1,2,39,2100,19600,15200,12300,13700,12225#13225,wdhgd2.swf,FL_wdhgd2.swf,FB2010.png,FS2010.png
10226,武道会初赛选手,1064,1,2,39,2576,16700,16700,13700,13700,12226#13226,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10227,武道会初赛选手,1063,2,2,39,2100,19600,12300,15200,13700,12227#13227,wdhqg.swf,FL_wdhqg.swf,FB1063.png,FS1063.png
10228,武道会初赛选手,1066,3,2,39,1863,15200,12300,13700,19600,12228#13228,wdhfz.swf,FL_wdhfz.swf,FB1066.png,FS1066.png
10229,壮汉,1067,4,2,39,2908,15200,18600,22000,11800,12229#13229,zh.swf,FL_zh.swf,FB1067.png,FS1067.png
10230,武道会中阶选手,1064,1,2,40,2708,16800,16800,13900,13900,12230#13230,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10231,武道会中阶选手,1064,1,2,40,2206,19800,15300,12400,13900,12231#13231,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10232,武道会中阶选手,2010,1,2,40,2206,19800,15300,12400,13900,12232#13232,wdhgd2.swf,FL_wdhgd2.swf,FB2010.png,FS2010.png
10233,武道会初赛选手,1065,4,2,40,2457,13900,16800,19800,10900,12233#13233,wdhkz.swf,FL_wdhkz.swf,FB1065.png,FS1065.png
10234,武道会初赛选手,1063,2,2,40,2206,19800,12400,15300,13900,12234#13234,wdhqg.swf,FL_wdhqg.swf,FB1063.png,FS1063.png
10235,武道会初赛选手,2009,2,2,40,2206,19800,12400,15300,13900,12235#13235,wdhqg2.swf,FL_wdhqg2.swf,FB2009.png,FS2009.png
10236,武道会中阶选手,1066,3,2,40,1956,15300,12400,13900,19800,12236#13236,wdhfz.swf,FL_wdhfz.swf,FB1066.png,FS1066.png
10237,多林寺二师兄,1069,2,2,40,3377,18600,15200,18600,15200,12237#13237,dlsesx.swf,FL_dlsesx.swf,FB1069.png,FS1069.png
10238,武道会中阶选手,2011,3,2,40,1956,15300,13900,12400,19800,12238#13238,wdhfz2.swf,FL_wdhfz2.swf,FB2011.png,FS2011.png
10239,多林寺大师兄,1068,1,2,40,3377,18600,18600,15200,15200,12239#13239,dlsdsx.swf,FL_dlsdsx.swf,FB1068.png,FS1068.png
10240,武道会中阶选手,1063,2,2,41,2297,19800,12400,15300,13900,12240#13240,wdhqg.swf,FL_wdhqg.swf,FB1063.png,FS1063.png
10241,武道会中阶选手,1065,4,2,41,2559,13900,16800,19800,10900,12241#13241,wdhkz.swf,FL_wdhkz.swf,FB1065.png,FS1065.png
10242,武道会中阶选手,1063,2,2,41,2821,16800,13900,16800,13900,12242#13242,wdhqg.swf,FL_wdhqg.swf,FB1063.png,FS1063.png
10243,武道会中阶选手,1064,1,2,41,2297,19800,15300,12400,13900,12243#13243,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10244,武道会中阶选手,1064,1,2,41,2821,16800,16800,13900,13900,12244#13244,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10245,武道会中阶选手,2012,4,2,41,2559,13900,19800,16800,10900,12245#13245,wdhkz2.swf,FL_wdhkz2.swf,FB2012.png,FS2012.png
10246,拳法家,1070,1,2,41,2856,22000,16900,13500,15200,12246#13246,qfj.swf,FL_qfj.swf,FB1070.png,FS1070.png
10247,武道会中阶选手,2012,4,2,42,2665,13900,19800,16800,10900,12247#13247,wdhkz2.swf,FL_wdhkz2.swf,FB2012.png,FS2012.png
10248,武道会中阶选手,1063,2,2,42,2391,19800,12400,15300,13900,12248#13248,wdhqg.swf,FL_wdhqg.swf,FB1063.png,FS1063.png
10249,武道会中阶选手,2009,2,2,42,2391,19800,12400,15300,13900,12249#13249,wdhqg2.swf,FL_wdhqg2.swf,FB2009.png,FS2009.png
10250,武道会中阶选手,2011,3,2,41,2035,15300,13900,12400,19800,12250#13250,wdhfz2.swf,FL_wdhfz2.swf,FB2011.png,FS2011.png
10251,武道会中阶选手,1065,4,2,42,2665,13900,16800,19800,10900,12251#13251,wdhkz.swf,FL_wdhkz.swf,FB1065.png,FS1065.png
10252,武道会中阶选手,1064,1,2,42,2391,19800,15300,12400,13900,12252#13252,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10253,武道会中阶选手,1064,1,2,42,2939,16800,16800,13900,13900,12253#13253,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10254,熊男,1071,2,2,42,2976,22000,13500,16900,15200,12254#13254,xn.swf,FL_xn.swf,FB1071.png,FS1071.png
10255,武道会中阶选手,2010,1,2,42,2391,19800,15300,12400,13900,12255#13255,wdhgd2.swf,FL_wdhgd2.swf,FB2010.png,FS2010.png
10256,武道会中阶选手,1063,2,2,43,2490,19900,12500,15500,14000,12256#13256,wdhqg.swf,FL_wdhqg.swf,FB1063.png,FS1063.png
10257,武道会高阶选手,1065,4,2,43,2777,14000,17000,19900,11000,12257#13257,wdhkz.swf,FL_wdhkz.swf,FB1065.png,FS1065.png
10258,武道会高阶选手,2011,3,2,43,2204,15500,14000,12500,19900,12258#13258,wdhfz2.swf,FL_wdhfz2.swf,FB2011.png,FS2011.png
10259,武道会高阶选手,1063,2,2,43,3063,17000,14000,17000,14000,12259#13259,wdhqg.swf,FL_wdhqg.swf,FB1063.png,FS1063.png
10260,巴克特里安,1072,4,2,43,3464,15200,22000,18600,11800,12260#13260,bktla.swf,FL_bktla.swf,FB1072.png,FS1072.png
10261,武道会高阶选手,1064,1,2,43,3063,17000,17000,14000,14000,12261#13261,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10262,武道会高阶选手,2010,1,2,43,3063,17000,17000,14000,14000,12262#13262,wdhgd2.swf,FL_wdhgd2.swf,FB2010.png,FS2010.png
10263,武道会高阶选手,2012,4,2,43,2777,14000,19900,17000,11000,12263#13263,wdhkz2.swf,FL_wdhkz2.swf,FB2012.png,FS2012.png
10264,武道会高阶选手,1064,1,2,43,2490,19900,15500,12500,14000,12264#13264,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10265,那木,1073,1,2,43,3101,23000,17600,14000,15800,12265#13265,nm.swf,FL_nm.swf,FB1073.png,FS1073.png
10266,武道会高阶选手,1066,3,2,43,2204,15500,12500,14000,19900,12266#13266,wdhfz.swf,FL_wdhfz.swf,FB1066.png,FS1066.png
10267,基朗,1074,4,2,44,3613,15300,16400,25600,11900,12267#13267,jl.swf,FL_jl.swf,FB1074.png,FS1074.png
10268,武道会高阶选手,1063,2,2,44,3193,17000,14000,17000,14000,12268#13268,wdhqg.swf,FL_wdhqg.swf,FB1063.png,FS1063.png
10269,武道会高阶选手,1066,3,2,44,2295,15500,12500,14000,19900,12269#13269,wdhfz.swf,FL_wdhfz.swf,FB1066.png,FS1066.png
10270,武道会高阶选手,1063,2,2,44,2595,19900,12500,15500,14000,12270#13270,wdhqg.swf,FL_wdhqg.swf,FB1063.png,FS1063.png
10271,武道会高阶选手,1064,1,2,44,3193,17000,17000,14000,14000,12271#13271,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10272,兰芳,1076,3,2,44,2854,10500,16300,17500,21100,12272#13272,lf.swf,FL_lf.swf,FB1076.png,FS1076.png
10273,小林,1078,1,3,44,3233,22200,17000,13600,15300,12273#13273,xl2.swf,FL_xl2.swf,FB1078.png,FS1078.png
10274,武道会高阶选手,2009,2,2,44,3193,17000,14000,17000,14000,12274#13274,wdhqg2.swf,FL_wdhqg2.swf,FB2009.png,FS2009.png
10275,武道会高阶选手,1065,4,2,44,2894,14000,17000,19900,11000,12275#13275,wdhkz.swf,FL_wdhkz.swf,FB1065.png,FS1065.png
10276,武道会高阶选手,1064,1,2,44,2595,19900,15500,12500,14000,12276#13276,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10277,乐平,1079,2,3,45,4162,18800,15300,18800,15300,12277#13277,lp2.swf,FL_lp2.swf,FB1079.png,FS1079.png
10278,普尔,1081,3,3,45,2389,17000,13600,15300,22200,12278#13278,pe2.swf,FL_pe2.swf,FB1081.png,FS1081.png
10279,武道会高阶选手,2012,4,2,44,3613,14000,19900,17000,11000,12279#13279,wdhkz2.swf,FL_wdhkz2.swf,FB2012.png,FS2012.png
10280,武道会高阶选手,2009,2,2,44,2595,19900,12500,15500,14000,12280#13280,wdhqg2.swf,FL_wdhqg2.swf,FB2009.png,FS2009.png
10281,武道会高阶选手,2010,1,2,44,2595,19900,15500,12500,14000,12281#13281,wdhgd2.swf,FL_wdhgd2.swf,FB2010.png,FS2010.png
10282,孙悟空,1077,2,3,44,3393,22200,13600,17000,15300,12282#13282,xwk2.swf,FL_xwk2.swf,FB1077.png,FS1077.png
10283,乌龙,1080,3,3,44,2854,17000,15300,13600,22200,12283#13283,wl2.swf,FL_wl2.swf,FB1080.png,FS1080.png
10284,武道会决赛选手,2012,4,2,46,3143,14100,20100,17100,11000,12284#13284,wdhkz2.swf,FL_wdhkz2.swf,FB2012.png,FS2012.png
10285,秦龙,1075,1,4,46,4037,23900,18200,14500,16300,12285#13285,gxr2.swf,FL_gxr2.swf,FB1075.png,FS1075.png
10286,武道会决赛选手,1064,1,2,46,2816,20100,15600,12600,14100,12286#13286,wdhgd.swf,FL_wdhgd.swf,FB1064.png,FS1064.png
10287,狂暴巨猿,1082,1,4,47,960000,25000,19000,15000,17000,12287#13287,jy2.swf,FL_jy2.swf,FB1082.png,FS1082.png
10288,黑绸军驻地士兵,1124,2,2,47,4074,17100,14100,17100,14100,12288#13288,hcjzdqg2.swf,FL_hcjzdqg2.swf,FB1124.png,FS1124.png
10289,黑绸军驻地士兵,1124,2,2,47,3299,20100,12600,15600,14100,12289#13289,hcjzdqg2.swf,FL_hcjzdqg2.swf,FB1124.png,FS1124.png
10290,黑绸军驻地士兵,1126,4,2,47,3686,14100,20100,17100,11000,12290#13290,hcjzdkz2.swf,FL_hcjzdkz2.swf,FB1126.png,FS1126.png
10291,黑绸军驻地士兵,1125,1,2,47,3299,20100,15600,12600,14100,12291#13291,hcjzdgd2.swf,FL_hcjzdgd2.swf,FB1125.png,FS1125.png
10292,黑绸军驻地医师,1087,3,2,47,2911,15600,14100,12600,20100,12292#13292,hcjzdfz.swf,FL_hcjzdfz.swf,FB1087.png,FS1087.png
10293,黑绸军驻地士兵,1085,1,2,48,4248,17100,17100,14100,14100,12293#13293,hcjzdgd.swf,FL_hcjzdgd.swf,FB1085.png,FS1085.png
10294,黑绸军驻地士兵,1085,1,2,48,3439,20100,15600,12600,14100,12294#13294,hcjzdgd.swf,FL_hcjzdgd.swf,FB1085.png,FS1085.png
10295,黑绸军驻地医师,1087,3,2,48,3034,15600,14100,12600,20100,12295#13295,hcjzdfz.swf,FL_hcjzdfz.swf,FB1087.png,FS1087.png
10296,黑绸军驻地士兵,1086,4,2,48,3843,14100,17100,20100,11000,12296#13296,hcjzdkz.swf,FL_hcjzdkz.swf,FB1086.png,FS1086.png
10297,黑绸军驻地士兵,1084,2,2,48,3439,20100,12600,15600,14100,12297#13297,hcjzdqg.swf,FL_hcjzdqg.swf,FB1084.png,FS1084.png
10298,黑绸军驻地士兵,1084,2,2,49,3585,20300,12700,15700,14200,12298#13298,hcjzdqg.swf,FL_hcjzdqg.swf,FB1084.png,FS1084.png
10299,黑绸军驻地士兵,1085,1,2,49,3585,20300,15700,12700,14200,12299#13299,hcjzdgd.swf,FL_hcjzdgd.swf,FB1085.png,FS1085.png
10300,黑绸军驻地士兵,1085,1,2,49,4432,17200,17200,14200,14200,12300#13300,hcjzdgd.swf,FL_hcjzdgd.swf,FB1085.png,FS1085.png
10301,黑绸军驻地士兵,1126,4,2,49,4008,14200,20300,17200,11100,12301#13301,hcjzdkz2.swf,FL_hcjzdkz2.swf,FB1126.png,FS1126.png
10302,黑绸军驻地士兵,1087,3,2,49,3162,15700,14200,12700,20300,12302#13302,hcjzdfz.swf,FL_hcjzdfz.swf,FB1087.png,FS1087.png
10303,黑绸军驻地士兵,1124,2,2,49,4432,17200,14200,17200,14200,12303#13303,hcjzdqg2.swf,FL_hcjzdqg2.swf,FB1124.png,FS1124.png
10304,银大佐,1088,1,2,49,5178,19000,22100,12300,15500,12304#13304,ydz.swf,FL_ydz.swf,FB1088.png,FS1088.png
10305,黑绸军总部医师,1129,3,2,49,3162,15700,12700,14200,20300,12305#13305,hcjzbfz2.swf,FL_hcjzbfz2.swf,FB1129.png,FS1129.png
10306,黑绸军驻地士兵,1124,2,2,50,4622,17200,14200,17200,14200,12306#13306,hcjzdqg2.swf,FL_hcjzdqg2.swf,FB1124.png,FS1124.png
10307,黑绸军驻地士兵,1085,1,2,50,3738,20300,15700,12700,14200,12307#13307,hcjzdgd.swf,FL_hcjzdgd.swf,FB1085.png,FS1085.png
10308,黑绸军驻地士兵,1086,4,2,50,4180,14200,20300,17200,11100,12308#13308,hcjzdkz.swf,FL_hcjzdkz.swf,FB1086.png,FS1086.png
10309,黑绸军驻地士兵,1126,4,2,50,4180,14200,17200,20300,11100,12309#13309,hcjzdkz2.swf,FL_hcjzdkz2.swf,FB1126.png,FS1126.png
10310,黑绸军驻地士兵,1084,2,2,50,3738,20300,12700,15700,14200,12310#13310,hcjzdqg.swf,FL_hcjzdqg.swf,FB1084.png,FS1084.png
10311,黑绸军驻地医师,1087,3,2,50,3295,15700,14200,12700,20300,12311#13311,hcjzdfz.swf,FL_hcjzdfz.swf,FB1087.png,FS1087.png
10312,铁军曹,1089,2,2,50,5403,19000,12300,22100,15500,12312#13312,tjc.swf,FL_tjc.swf,FB1089.png,FS1089.png
10313,黑绸军驻地士兵,1126,4,2,51,4333,14200,20300,17200,11100,12313#13313,hcjzdkz2.swf,FL_hcjzdkz2.swf,FB1126.png,FS1126.png
10314,黑绸军驻地士兵,1125,1,2,51,3874,20300,15700,12700,14200,12314#13314,hcjzdgd2.swf,FL_hcjzdgd2.swf,FB1125.png,FS1125.png
10315,黑绸军驻地士兵,1125,1,2,51,4792,17200,17200,14200,14200,12315#13315,hcjzdgd2.swf,FL_hcjzdgd2.swf,FB1125.png,FS1125.png
10316,黑绸军驻地士兵,1124,2,2,51,3874,20300,12700,15700,14200,12316#13316,hcjzdqg2.swf,FL_hcjzdqg2.swf,FB1124.png,FS1124.png
10317,黑绸军驻地士兵,1086,4,2,51,4333,14200,17200,20300,11100,12317#13317,hcjzdkz.swf,FL_hcjzdkz.swf,FB1086.png,FS1086.png
10318,黑绸军驻地士兵,1124,2,2,51,4792,17200,14200,17200,14200,12318#13318,hcjzdqg2.swf,FL_hcjzdqg2.swf,FB1124.png,FS1124.png
10319,黑绸军驻地士兵,1125,1,2,51,3874,20300,15700,12700,14200,12319#13319,hcjzdgd2.swf,FL_hcjzdgd2.swf,FB1125.png,FS1125.png
10320,黑绸军驻地医师,1087,3,2,51,3414,15700,12700,14200,20300,12320#13320,hcjzdfz.swf,FL_hcjzdfz.swf,FB1087.png,FS1087.png
10321,紫曹长,1090,4,2,51,5062,15500,22500,19000,12000,12321#13321,zcz.swf,FL_zcz.swf,FB1090.png,FS1090.png
10322,黑绸军驻地士兵,1125,1,2,52,4967,17400,17400,14300,14300,12322#13322,hcjzdgd2.swf,FL_hcjzdgd2.swf,FB1125.png,FS1125.png
10323,黑绸军驻地士兵,1126,4,2,52,4490,14300,20500,17400,11200,12323#13323,hcjzdkz2.swf,FL_hcjzdkz2.swf,FB1126.png,FS1126.png
10324,黑绸军驻地士兵,1124,2,2,52,4013,20500,12700,15800,14300,12324#13324,hcjzdqg2.swf,FL_hcjzdqg2.swf,FB1124.png,FS1124.png
10325,黑绸军驻地士兵,1126,4,2,52,4490,14300,17400,20500,11200,12325#13325,hcjzdkz2.swf,FL_hcjzdkz2.swf,FB1126.png,FS1126.png
10326,黑绸军驻地士兵,1085,1,2,52,4013,20500,15800,12700,14300,12326#13326,hcjzdgd.swf,FL_hcjzdgd.swf,FB1085.png,FS1085.png
10327,人造人8号,1091,4,3,52,5247,10800,23400,24400,14000,12327#13327,rzr8h.swf,FL_rzr8h.swf,FB1091.png,FS1091.png
10328,黑绸军驻地医师,1087,3,2,52,3537,15800,14300,12700,20500,12328#13328,hcjzdfz.swf,FL_hcjzdfz.swf,FB1087.png,FS1087.png
10329,布幽,1092,2,3,52,4686,22500,13700,17200,15500,12329#13329,by.swf,FL_by.swf,FB1092.png,FS1092.png
10330,黑绸军驻地医师,1087,3,2,52,3537,15800,12700,14300,20500,12330#13330,hcjzdfz.swf,FL_hcjzdfz.swf,FB1087.png,FS1087.png
10331,白将军,1093,1,3,52,4686,22500,17200,13700,15500,12331#13331,bjj.swf,FL_bjj.swf,FB1093.png,FS1093.png
10332,黑绸军驻地士兵,1085,1,2,53,4159,20500,15800,12700,14300,12332#13332,hcjzdgd.swf,FL_hcjzdgd.swf,FB1085.png,FS1085.png
10333,黑绸军驻地士兵,1125,1,2,53,5149,17400,17400,14300,14300,12333#13333,hcjzdgd2.swf,FL_hcjzdgd2.swf,FB1125.png,FS1125.png
10334,黑绸军驻地士兵,1124,2,2,53,5149,17400,14300,17400,14300,12334#13334,hcjzdqg2.swf,FL_hcjzdqg2.swf,FB1124.png,FS1124.png
10335,黑绸军驻地士兵,1124,2,2,53,4159,20500,12700,15800,14300,12335#13335,hcjzdqg2.swf,FL_hcjzdqg2.swf,FB1124.png,FS1124.png
10336,黑绸军驻地士兵,1126,4,2,53,4654,14300,20500,17400,11200,12336#13336,hcjzdkz2.swf,FL_hcjzdkz2.swf,FB1126.png,FS1126.png
10337,黑绸军驻地士兵,1126,4,2,54,4824,14300,20500,17400,11200,12337#13337,hcjzdkz2.swf,FL_hcjzdkz2.swf,FB1126.png,FS1126.png
10338,黑绸军驻地士兵,1085,1,2,54,4311,20500,15800,12700,14300,12338#13338,hcjzdgd.swf,FL_hcjzdgd.swf,FB1085.png,FS1085.png
10339,黄上校,1098,2,2,54,5036,20500,12700,15800,14300,12339#13339,hsx.swf,FL_hsx.swf,FB1098.png,FS1098.png
10340,圣地守卫,1100,2,2,54,5338,17400,14300,17400,14300,12340#13340,sdswqg.swf,FL_sdswqg.swf,FB1100.png,FS1100.png
10341,圣地守卫,1102,4,2,54,4824,14300,17400,20500,11200,12341#13341,sdswkz.swf,FL_sdswkz.swf,FB1102.png,FS1102.png
10342,圣地守卫,1100,2,2,54,4311,20500,12700,15800,14300,12342#13342,sdswqg.swf,FL_sdswqg.swf,FB1100.png,FS1100.png
10343,黑绸军总部士官,1127,1,2,54,5338,17400,17400,14300,14300,12343#13343,hcjzbgd2.swf,FL_hcjzbgd2.swf,FB1127.png,FS1127.png
10344,黑绸军总部士官,1095,1,2,54,4311,20500,15800,12700,14300,12344#13344,hcjzbgd.swf,FL_hcjzbgd.swf,FB1095.png,FS1095.png
